マーケティング論,"本講義は、「売れる仕組み」であるマーケティングの基本的な理論を体系的に理解し、マーケティングの意義や役割、消費者の購買行動の仕組みについて学ぶ。講義では、マーケティングの基本的な理論と消費者の購買行動について解説した後に、企業のマーケティング活動の事例について、消費者の視点による分析レポートの作成やグループ・ディスカッションを実施する。企業活動におけるマーケティングの意義や役割について理解するために、マーケティングの基本的な理論と消費者の購買行動に関する知識の修得を目的とする。市場の環境変化とマーケティングや消費者の購買行動との関係を理解し、マーケティングにおける課題の特定とその解決策の提案において、基本的な理論を活用できることを目指す。
"
経営戦略概論,"本講義は、経営戦略の基本的な理論を体系的に理解し、企業活動における戦略とその重要性について学ぶ。講義では、基本的な理論と分析ツールについて解説した後に、代表的な事業事例の比較や課題について、グループ・ディスカッションを実施する。企業の経営戦略について論理的に理解するために、経営戦略に関する基本的な理論や分析ツールの活用法、戦略的思考力の修得を目的とする。戦略的思考力を身につけ、経営戦略の立案や評価において、基本的な理論や分析ツールを活用できることを目指す。
"
会計論,"本講義は、会計学の基礎的知識と、企業の財政状態や経営成績を利害関係者に示す会計情報の読み取り方や分析方法に重点を置いて学ぶ。講義では、財務諸表に関する基本的事項や事例を解説した後に、事例の分析と評価に関するグループワークやディスカッションを実施する。企業の会計情報を総合的に理解し活用するため、会計学の基礎的知識の理解、企業の財務諸表の分析や評価の方法の修得を目的とする。企業の会計情報と経営活動との関係について理解し分析する力を身につけ、就職活動やビジネスの現場において活用できることを目指す。
"
インタラクティブアート制作,"デジタルゲームやメディアアートの作品を制作するにあたって必要となる、様々なモーション表現や当たり判定、演出方法などのプログラミング手法を学び、それらを用いて実際に作品を制作するための流れも学んでいきます。実際にはProcessingという統合開発環境を使い、実践的なプログラミングを学んでいく。
"
インスタレーションアート制作,"ゲームやメディアアートの作品は昨今、WiiリモコンやKinectなどをはじめ身体的なデバイスが用いられるようになっている。この講義では「インタラクティブアート制作」で学んだ内容をベースに、Arduinoなどのワンボードマイコンを使って様々なセンサとPCを連携させ、さらにプロジェクタなどを用いて作品をより空間的に発展させる方法を学んでいく。従来のようなモニタとキーボードで完結する作品では表現できない「空間」の拡がりを考慮した総合的な作品制作というものを求める。
"
劇場文化論,"本講義は、舞台芸術は社会をどのように支えてきたか、また生活に根付く芸術のあり方とはどのようなものか、様々な舞台芸術の人への影響の歴史を、その記録から考察する。講義形式で実施され、目的としては、舞台芸術を通して未知の世界や文化、思想に触れ、製作者、鑑賞者に起こる感情の共有と内的変化はどのようなムーブメントとなっていくのかについて考察し議論すること、成果としては、社会と芸術の関係の歴史を辿り、劇場が社会に果たしてきた役割の重要性を認識することができるようになることである。
"
舞台芸術運営論,"本講義では、舞台芸術の運営の実際を、第一線で活動する指導者の活動体験に基づいた記録に沿って理解していく。目的としては、公演を成功させるために、現場ではどの様な作業が行われているのかを、公演の実例をもとに理解する。また演出家の芸術性やスポンサーの意図を損ねることなく運営をバランスさせることなどは、舞台芸術分野全てにある。成果として、芸術を支える背景を知ることにより、舞台芸術を包括的に捉えることができる様になる。
"
舞台知的財産権概論,"本講義は、舞台を中心としたライブエンターテイメントに係る知的財産権（例えば、商標権や著作権など）について学ぶ。授業はゼミ形式で、作品創作や上演に際して、どのような権利が発生し、どのようなことが権利侵害となってしまうのかを学習し、侵害の予防と回避をするための契約について考察する。様々な事例を紹介し、グループごとに討論を行い、舞台演出家及び弁理士両方の視点から実務的なエピソードを交えながら解説を行う。授業目標はライブエンターテイメントに係る様々な権利についての入門的な知識を獲得することである。
"
発声とコミュニケーション,"本講義では、発声を、音声学、解剖学などを通して理論的に学ぶ。パワーポイントを使用した座学形式での実施となるが、実際にセオリー沿って発声する実習を含み、声を効果的なコミュニケーションツールとして使いこなせるようになることを目的とする。現代社会では、様々な理由から声の不調を訴える人が増える一方、自身の声で想いを伝えるということの価値や重要性が上がってきている。成果としては、パフォーマーはもちろん、一般社会人誰にとっても身近な「声を出す」ということを、科学的な根拠に基づく発声理論と実践的なトレーニングを組み合わせ履修者が自らの声の可能性を広げていけるよう導く。
"
コンピュータ音楽,"本講義では、コンピュータを用いた音楽の構築やデジタルオーディオのコンピュータ上の扱いについて取り扱い、実習形式で様々なMIDIアプリケーションやビジュアル・プログラミング・ソフトウェアを利用して自動演奏システムやオリジナルのMIDIアプリケーションを開発する。本講義の目的は、音の基本的な概念やデジタル変換、デジタル上での簡単な信号処理などを理解することである。本講義で目指す成果は、受講者が本講義で習得する技術を使いオリジナルのソフトウェア・シンセサイザーやエフェクターを構築できるようになることである。
"
ソーシャルメディアと音楽,"今や生活に欠かせなくなったインターネットとソーシャルメディア。授業名のソーシャルメディアと音楽の関係性だけでなく、インターネットの主なビジネスモデルである広告の歴史やソーシャルメディアと社会との問題、ネット情報を理解するリテラシーなどを学ぶ。インターネットやソーシャルメディアを取り巻くビジネスを理解して、将来の仕事としても、利用する消費者としても有益な付き合い方を考える。
"
ワールドミュージック研究,"本講義は、中南米のラテン音楽やレゲエ音楽へのアフリカ系黒人と先住民族の影響、アメリカのカントリーミュージックへのアイリッシュの影響など、ポップスにおける民族的音楽文化の影響を研究する。講義では民族的音楽文化の影響を受けた曲をスケールとハーモニー、リズムの観点から分析を行い、音楽が生まれた背景を地域性も考慮して考察を行い、作成されたレポートにより評価を行う。音楽の生まれた文化的背景を理解することにより、広い視野と価値観で音楽を行うことを目指す。
"
エンタテインメントプロデュース論,"本講義は、ライブハウスなどでのイベントを中心に、エンタメ業界におけるプロデュース手法を学習する。本講義では、講義内での解説だけに留まらず、渋谷などを中心にライブハウスで行われているイベントなどを実際に視察や、イベントのレポートを執筆することで、ライブハウス現場での業務などに関する理解も深める。本講義の目的は、音楽業界におけるミュージシャンのプロデュース方法を習得することである。本講義では、学習や現地での実習を通じて即戦力となる音楽人材の育成を目指す。
"
コンサートビジネス研究,"ポピュラーミュージックの歴史は、流行とともに移り変わる一過性の出来事の積み重ねと考えられがちで、なかでもコンサートは「生もの」であるが故に記録・文献も少ない。よってコンサートの歴史を学べる機会も少ないが、本講義ではできる限りそれを研究し、コンサートビジネスに携わるための知識のベースを育んでいく。また、コロナ禍以前、以降のコンサート業界の課題を理解し、ライブエンタテインメントの全体像も把握。世界の音楽市場の中で日本のコンサートビジネスを位置づける。
"
音楽プロモーション研究,"本講義は、音楽業界のプロモーション事例を学習する科目である。本講義では、従来の音楽プロモーションの展開として、消費者が購買に至る経緯や、大型CDショップなどの売り場での導線を理解するだけではなく、デジタル社会における音楽への接触方法の変化なども解説する。本講義の目的は、DXが急務となった音楽業界の現状を理解し、それに対する課題解決を考える講義である。本講義では、次世代の音楽業界を担える人材の育成を目指す。
"
コンテンツビジネス研究,"現代における音楽コンテンツビジネスのあり方を考察する。まずは20世紀以降の音楽ビジネスの歴史を振り返り、現代のコンテンツビジネスをその延長として捉えてみる。また、履修者各人の好きな音楽について、ビジネスモデルという観点に着目してもらい、その是非を問う。多様化する音楽ビジネスならびに、営利目的ではない音楽活動においても、プロデュースという視点から様々に応用可能なコンテンツビジネスを研究し、また習得することによって、今後の音楽活動に反映できるようにする。
"
環境音楽研究,"本講義は、商業施設などで利用されている音楽や、生活する上で普段から耳にする機会が多い効果音まで幅広く学習する科目である。本講義では、日常生活において自然に耳にしているパソコンやスマートフォンにおける効果音、商業施設などで流れている店内BGM、商業施設の音響設計なども含めて幅広く解説を行う。本講義の目的は、音楽の在り方や著作権などに関する知識を習得することである。本講義では、法的リテラシーの高い音楽ビジネス人材の育成を目指す。
"
舞台美術研究,"本講義では、舞台装置制作の過程についての専門知識を学び、それに基づいて実際に装置製作を行う。講義形態は、装置制作の過程に関する説明を聞き、製作を行う形で進められ、舞台装置がどの様な意図を持って、どの様なプロセスで行われるのかを知り、装置製作を実際に体験することを目的とする。成果としては、舞台芸術の目的に沿った舞台装置制作ができる様になることである。
"
舞台技術研究,"本講義では、舞台芸術が実施にどの様に運営されていくのかについて学ぶ。公演を行う劇場の専門知識を習得し、さらには運営に関わる様々なポジションおよび役割について学ぶ。講義は座学であるが、会場として尚美パフォーミングアーツシアターを使用する。成果は、エンターテイメントに携わる者として必要な技術や知識を理解する事であり、劇空間における舞台技術の基礎を学ぶことである。
"
舞台照明研究,"本授業では、舞台照明の基本的な技術と、照明システム全般の知識と操作、および作業に伴う安全管理について学ぶ。授業実施教室として、尚美パフォーミングアーツシアターを使用し、実習を通して実践的に学ぶことを目的とする。成果は、舞台照明の基礎知識の習得である。
"
舞台音響効果研究,"舞台における表現方法には「音（効果音ほか）」が関与して、その効果が表現を助ける場面も少なくない。ミュージカルはむろんのこと音楽ありきだが、一般演劇でも音を使った手法を劇中（開演中の前後を含め）に組み込み展開することでオーディエンスへ演出意図の伝達向上を目指している。この講義では物理現象ながら目に見えない音というものの正体を知り、舞台表現に音を活かす確実な方法を知識として身に付ける。
"
舞台プロデュース研究,"本講義では、舞台を中心としたライブエンタテインメントにおけるプロデュースについて研究する。プロデュースとは自分の作品を世界に届ける行為であり、プロデュースなしに芸術が世に出ることはない。そのため、個人でもこのプロデュースという概念を持っておくことは非常に重要である。講義ではプロデューサーの仕事に対する解説を行いながら、プロデューサーの思考法や自身への適用方法を身につけてもらう。講義は座学形式で行い、企画書作成とプレゼンテーションの機会を用意する。学習の到達目標としては、プロデューサーの仕事についての理解を深めること。企画書作成の基礎知識を身につけて、プレゼンテーション能力を高めること。アーティストとしてのプロデュース力を身につけることである。
"
演出論,"本講義では、演出の目的･役割・成果などについて検証し、この事象を読み解き具体的に問題を処理する創造的行為について理論的に跡づけていく。演出は劇作に対する最初の批評行為であり、文学である戯曲に舞台芸術としての生命を与える特権的な仕事である。劇作･演技と比べると歴史は浅いが、表現すべき対象と方法が加速度的に複雑化したこの一世紀の間に、瞬く間に舞台芸術の分野の中で不可欠の存在となった。講義は座学形式で行う。
"
コスチューム研究,"本授業は、様々なパフォーマンスに使われる衣裳についての専門的知識を得ることを目的とする。演劇の衣裳は、上演作品の時代、風俗、文化全般についての綿密な研究に基づき製作される、いわば演出表現の重要な一部である。同様に、アニメーション、ゲーム等のサブカルチャにおいて、現実味を醸し出す舞台背景、魅力的なコスチュームはその商品性の一端を担う重要なファクターである。舞台演劇の基本的な視点から衣裳の重要性について学び、現代アニメーション文化におけるコスチュームについても研究、議論を深める中から、文化としての衣裳研究の視点を持つ。講義は座学形式で行う。
"
舞台芸術教育論,"学校や地域について文化・芸術に触れる機会は増え、社会に開かれた文化施設として劇場の役割が問われている時代である。この科目では、教育現場における舞台芸術導入の道筋とその適用の仕方についてフィールドワークを含めた実践的な調査を元に学ぶことを目的としている。具体的に、芸術団体によるアウトリーチ活動や学校への芸術家派遣事業の現状と課題を知り、地域文化の担い手や社会教育を支える人材の育成に必要な能力を養うことを狙いとする。
"
芸術表現Ⅰ,"本授業は、パフォーマンス（クラシックかポップスの選択による演奏、ダンス・演劇・歌劇による舞台）、クリエイト（音楽制作とサウンド制作）を、実習を通して初歩から学習する。分野と能力により分けられた数人のグループでの集団指導により、能力に応じた指導を行い、学内ホールなどで行うプレゼンテーションにより評価する。芸術を学ぶことにより自己アピール力を高め、社会人に必要な協調性を身に付け、広い視野を持ち価値観を共有できる人となることを目指す。
"
芸術表現Ⅱ,"本授業は、芸術表現Ⅰに続き、パフォーマンス（クラシックかポップスの選択による演奏、ダンス・演劇・歌劇による舞台）、クリエイト（音楽制作とサウンド制作）を、実習を通して初歩から学習する。分野と能力により分けられた数人のグループでの集団指導により、能力に応じた指導を行い、学内ホールなどで行うプレゼンテーションにより評価する。芸術を学ぶことにより自己アピール力を高め、社会人に必要な協調性を身に付け、広い視野を持ち価値観を共有できる人となることを目指す。
"
芸術表現Ⅲ,"本授業は、芸術表現Ⅱに続き、パフォーマンス（クラシックかポップスの選択による演奏、ダンス・演劇・歌劇による舞台）、クリエイト（音楽制作とサウンド制作）を、実習を通して初歩から学習する。分野と能力により分けられた数人のグループでの集団指導により、能力に応じた指導を行い、学内ホールなどで行うプレゼンテーションにより評価する。芸術を学ぶことにより自己アピール力を高め、社会人に必要な協調性を身に付け、広い視野を持ち価値観を共有できる人となることを目指す。
"
芸術表現Ⅳ,"本授業は、芸術表現Ⅲに続き、パフォーマンス（クラシックかポップスの選択による演奏、ダンス・演劇・歌劇による舞台）、クリエイト（音楽制作とサウンド制作）を、実習を通して初歩から学習する。分野と能力により分けられた数人のグループでの集団指導により、能力に応じた指導を行い、学内ホールなどで行うプレゼンテーションにより評価する。芸術を学ぶことにより自己アピール力を高め、社会人に必要な協調性を身に付け、広い視野を持ち価値観を共有できる人となることを目指す。
"
データ分析演習,"この授業では、データ（data）を役に立つ情報（information）として、表現することを学習していく。いかに多くののデータがあっても、そこから人間にとって役立つ情報を引き出すことができなければ、データは単にデータで終わってしまう。単純にデータを並べたり、グラフにするだけでは、情報とは言えない。Excelを利用して、さまざまなデータを目的別に整理、分析し、さらにわかりやすく可視化し、プレゼン資料を作成するスキルを身につけるために演習を通して段階的に学習していく。
"
経営管理ソフト演習,"本講義は、業界や業種を問わず全てのビジネスにおいても必要となる経営管理を中心に、社会人として必要な仕事に関する知識とスキルを学習する科目である。本講義では、経営管理を中心に解説を行い、演習ではグループワークでビジネスプランの概要などを作成する。本講義の目的は、ビジネスパーソンとして必要なスキルや知識をまで習得する。本講義では、業種を問わず社会人として必要な知識とスキルを身に付けた人材の育成を目指す。
"
JavaScriptプログラミング,"「JavaScript」はWebブラウザ上で動作するプログラム言語のひとつであり、今までの静的なWebページを、動的なWebアプリケーションにしてくれる。例えば、ページ内のコンテンツの書き換えや、音や映像の再生や停止、ページ上に図形や画像を描画することもできる。さらにリアルタイムなグラフやゲームを制作することも、比較的容易にできる。本講義では、「JavaScript」の概要を理解しながら、「自らの手でWebアプリケーションを作る楽しさ」を体験する。
"
Pythonプログラミング,"オブジェクト指向プログラミング言語の中で利用率が高いPython言語を、Java言語との比較も交えながら、基本的な用語理解からプログラム作成に至るまで体系的に学習する。演習系科目ではあるが講義も重視しており、座学で得た知識を実習で確認することを通じて、オブジェクト指向プログラミングに対する正しい理解と体系的知識の習得を目指している。
"
SNS分析演習,"ツイッターに代表されるSNSが広く普及しており、そこに投稿されているメッセージは、その時点の人々の興味や関心事を表していると言える。したがって、SNSに投稿されているメッセージの分析は、ビジネスや行政など、あらゆる社会活動に役立てることができる。そこで、この授業では、ツイッターなどのSNSへの投稿メッセージの分析から人々の興味の変化を把握する手順を学習し、実際のデータ収集と分析を体験する。
"
空間音響演習Ⅰ,"本講義は、メディア芸術としての音楽・音響を中心に、映像や身体なども用いたジャンル横断的な芸術表現について学ぶ。講義では、「立体音響空間」「 Virtual Realityと音楽」というキーワードを定め、基本的なコンセプトについて解説後、実例を紹介し、分析を行う。そのことによって、メディア- 空間芸術としての音の表現手法について理解し、最終的には、VRやゲームにおける音楽表現、公共空間の音の演出や、舞台・美術表現との協働による音楽の活かし方についての創造的な発想力を得ることを目標とする。
"
空間音響演習Ⅱ,"本講義は、空間音響演習Iで学んだメディア-空間芸術としての音の表現や、映像や照明、身体なども用いたジャンル横断的な芸術表現についての実践を行う。講義では、基本的な技術として音楽演奏や環境音などの録音とDAWを使用した編集の手法、サラウンドなど空間音響化の方法について解説する。その後、そうした技法を応用した試作品を個人またはグループで企画制作し、発表とディスカッションを行う。最終的には、芸術表現における視野を広げ、自らの発想を形にする力や企画力を養うことを目標とする。
"
メディア作品演習,"本講義は、メディア芸術としての一面を持つポピュラー音楽について、1.音響テクノロジーの進化と変遷 2.現代音楽・アートとの関連の2つの視点から考察する。講義では、クラシック音楽の起源=教会音楽に対する俗謡(中世吟遊詩人の歌など)の例から開始し、黒人音楽など、様々なジャンルの流れを追いつつ、現代の音響テクノロジーと結びついた表現まで鑑賞し、分析する。そのことによって、各時代のテクノロジーと音楽表現との関係性についての思考を深め、創造的な発想力を養うことを目標とする。
"
ハーモニーⅠ,"本講義では、数字付き低音とコードネームを併用した和音の種類（たとえば長3和音、短3和音、減3和音、増3和音等の各種3和音）の構成分析と和音構成法について扱う。講義ではローマ数字による和音記号を用いることで音階上に形成される和音の機能・性質について理解を深め、和音はどのような考え方、どのような方法で他の和音へ進行するのか、たとえば、ある調のVの和音はどのような和音へ進むのが自然か、Iの和音はどのような性質を持つ和音なのか、等を理解するために課題の演習と添削を実施する。8～32小節程度の理想的な和音進行を論理的に形成し、和音の進行とその持続によってもたらされる「ハーモニック・リズム」の重要性を理解したうえで音楽制作へと活かすことを目指す。
"
ハーモニーⅡ,"本講義では、Ⅱ7の和音や属7の和音といった4和音とその各種転回形、近親調から借用される属7の和音、そして根音省略形態などの派生形態に関して扱う。ソプラノ、アルト、テノール、バスによる混声4部合唱の演奏形態を前提にした和声創作の学習を行い、4声部への和音の配置方法、和声進行において四和音に含まれる不協和音程の扱い方、各種和音の形態の使用法を学習するために課題の演習と添削を実施する。和声進行において不協和音程による緊張感とその解決によってもたらされる音楽的な効果や他調から和音を借用することに伴う色彩感の変化を捉えることを講義の目的とし、各種和音がもたらす表現力や最適な和音の配置等の重要性を理解して音楽制作へ活かすことを目指す。
"
ハーモニーⅢ,"本講義では、５和音（属９の和音）及びその根音省略形態、各種転回形、並びに同主調からの和音の借用といった高度な和音と非和声音について扱う。非和声音を伴った旋律への和声付けをソプラノ、アルト、テノール、バスによる混声4部合唱の演奏形態を前提に学習し、非和声音と和声音における同時的関係性と経時的関係性について理解を深めるために、講義では課題の演習と添削を実施する。非和声音と和声音によって形成される不協和音程とその解決方法（テンションリゾルブ）を扱うことで、より実際の音楽に近い形で和声書法のケーススタディを行うことが本講義の目的である。19世紀の西洋音楽において形成され、今日の音楽においても用いられている様々な和音やその進行を理解し、旋律と和音の関係性を細かく捉える視座を養い、より高度な音楽制作を行うために不可欠となる書法技術を身につけることを目指す。
"
ハーモニーⅣ,"本講義では、複数声部にわたって非和声音を用いた際に形成される「偶成和音（ハーモニッククリシェ）」の種類並びにその用法について扱う。機能和声とは異なる和声進行が生じる偶成和音の性質を理解するために、講義では課題の演習と添削を実施する。和声課題には主題の提示と再現のような形式感を伴う規模の大きいものや、提示される複数の主題を複数声部で組み合わせる対位法的な書法を伴うものを扱い、より器楽的で音楽的に高度な課題に取り組む。複雑な声部関係や非和声音の構造を捉えることで、和声が複雑化する19世紀後半以降の和声書法について理解を深めることを目的とし、高度な和声書法や器楽書法の基本的な発想を身に着けて音楽制作へと応用することを目指す。
"
ポップス・ハーモニーＡ,"本授業は、ポップスに使われるハーモニーをコード進行により分析する方法を学習する。講義では、コード進行をローマ数字によるdegreeで分析する学習を行い、1970年から年代順にヒット曲のコード進行を分析して、ハーモニーの使い方と感覚の変化を考察する。また、ハーモニーの使い方をリズムの面からも考察することにより、ポップにおけるハーモニーの重要性を確認する。ポップスの変遷を理解することにより、ポップスの新たな可能性を考えられる様になることを目標とする。
"
ポップス・ハーモニーＢ,"本授業は、ポップスに使われるハーモニーを調性のみならず、modeと民族的音階の面からも分析を行い、ポップスにおける多文化主義を学習する。講義では、modeの影響によるハーモニーの使い方、五音音階やアラビア音階などの民族的音階による旋律とコード進行の関係を学び、ラテンやアイリッシュなどの文化から影響を受けたポップスを分析することにより、ポップスの特徴である多文化主義の音楽を理解する。ポップスにおける音楽の多文化主義を理解することにより、ポップスの新たな可能性を考えられる様になることを目標とする。
"
アンサンブルI,"本授業は、ポップスを学ぶ学生にとっては、個々の個人演奏技術を習得していくことと同等、またはそれ以上に重要なものとして位置づけられる。何故なら、ポップスは数人編成のバンド（同時演奏）になって初めて成立するからである。つまり、各楽器の演奏技術を「芸術表現」で学んでいる各パートを、実際のバンドアンサンブルで演奏することにより、様々な実学的技術と経験を重ねていくことを目的とする。具体的手法は、グループ分け、Vocal陣と演奏陣に分かれての楽曲の把握、編曲、パートの初期確認と練習、という経緯を辿りながら発表までレヴェルアップしていく。
"
アンサンブルⅡ,"本授業では、「アンサンブルⅠ」を履修した学生が、次の段階へ進もうとする演習授業である。洋楽邦楽問わずポップスに区分される楽曲の中からジャンルに拘らず課題曲を与える。この授業の目的は、ポップスにおける同時演奏の更なる基本を身に付け、バンドアンサンブルの中の担当楽器の位置、役割を把握することにより、より質の高い演奏スキル、楽曲ジャンル別に必要なスキルを身に付けることにある。
"
アンサンブルⅢ,"本授業では、「アンサンブルⅡ」を履修した学生が、更なるスキルアップを目指して取り組む授業である。そもそもポップス音楽には音譜による指示がほぼ無く、課題曲の音源と、殆ど白紙のコード進行譜と、バンドメンバーが居るだけという状況から、バンドが想定する完成形に対してどのような演奏が最適なのか？を、各メンバーが考えなければならない。そこからドラム・ベースのコンビネーション、ギター・鍵盤のコード／音域の取り扱い、Vocalのハーモニー等に始まり、個々が楽曲の成り立ちを理解していく。学ぶよりも体験して体得する授業であり、その過程で適宜アドバイスを実施していく。
"
アンサンブルⅣ,"本授業では、「アンサンブルⅢ」の履修によりバンドアンサンブルの基礎的能力を身に付けた学生が、更に視野を広げ、応用力を習得する目的を持つ。ここでは、ブルース・ジャズ・トラッド・クラシックと多岐に渡る要素を併せ持つ楽曲のルーツの理解、演奏者のソリスト的、編曲的な意図を理解するというアレンジ全般を俯瞰で見る能力、歌詞のメッセージと社会背景、社会文化解析力までを視野にスキルアップし、最終的には映像を想起させるようなバンドアンサンブルの演奏を目指す。
"
ソング・ライティングＡ,"本授業では、歌（オリジナルソング）を作ることを通して音楽の表現力と想像力、創造力を養うことを目的とする。毎回の授業で解説するテーマに沿って授業時間内で楽曲を作成し、発表する。その際、歌はメロディ・歌詞・リズム・コード（伴奏）・歌手の５つの要素から成り立つ総合的な表現であることを徹底して理解つつ、その相互関係・作用を効果的に活用したソングライティング術を習得する。
"
ソング・ライティングＢ,"本授業では、ソングライティングＡで習得したことを踏まえ、より具体的な手法の数々を事例研究も交えながら理解を深めていく。歌はどこから作ればいいのか？の視野で、「リフレインから考える」、「詩先から考える」、「短歌を曲にしてみる」、「既存のコード進行から考える」、等々、様々なソングライティングのアプローチ法を学びつつ自らも創作体験を積み上げていく。
"
ソング・ライティングＣ,"本授業では、ソングライティングＢで習得したスキルを発展させ、多くの作品のケーススタディを実施しながら創作活動を進めていく。「クリシェの手法を使って」、「架空ラジオ番組のジングル作成」、「メロディから考える」、「替え歌から考える」、「架空のＣＭソングを作る」、「キーワードから考える」、等々のソングライティングの手法により課題曲創作を行い、発表までを目指す。
"
ソング・ライティングＤ,"本授業では、ソングライティングCで習得した知識と技術に加え、更なる応用力に発展させるべく、新たな歌作りの手法を身に付けて行く。「ヒットソングから学んだリフレインの手法」、「転調を取り入れる」、「英語の歌詞から考える」、「ラップを導入する」、「和音階（四七抜きなど）を効果的に取り入れる」、「架空ドラマの主題歌を想定して」、等々のソングライティングの新たな手法により、習作からオリジナルソングの域までステップアップしていく。
"
ボーカル演習Ⅰ,"本講義は、ポップス音楽において重要な要素である「ボーカル（歌唱）」にフォーカスし、ソロ歌唱からハーモニー歌唱、数多くある発声の歌唱技術について、グループワーク演習を通して考察してゆく。各種伴奏楽器（鍵盤/ギター/サウンドトラック）に対して、適性な歌唱音程とリズムと言語（歌詞）の発声法を理解、修得することで「ボーカル」のある音楽の完成精度の向上を目指す。本講義では15回の授業のうち、二回〜三回程度の課題曲発表機会を設け、授業理解度と歌唱法習得レベルを採点する。
"
ボーカル演習Ⅱ,"本講義は、「ボーカル演習Ⅰ」において考察した「より良い歌・歌唱の成り立ちとは何か」についてフォーカスし、ソロ歌唱からハーモニー歌唱、数多くある発声の歌唱技術について、グループワーク演習を通して考察してゆく。歌唱には歌詞があり、歌詞には楽曲制作者の社会背景が伴う。そのような側面から楽曲全体を解析するディスカッションも積極的に行い「歌・歌唱」の本質を紐解いていく。授業のうち、二回～三回程度の課題曲発表機会を設け、授業理解度と歌唱法習得レベルを採点する。
"
レコーディング演習Ⅰ,"本講義では、実際の制作現場で行われる４リズム一斉演奏によるレコーディングを実践、音源を制作する。つまり演奏家、作編曲家、制作現場のスタッフを目指す学生にとって重要度が最も高い。演奏して録音するだけではなく、準備段階から、事後、原状復帰するまでを授業の一環とする。現場には多くのスタッフが関わる。従って原則的にグループワークとし、演奏家、作編曲家としてだけではなく、各々にスタッフとしての役割を与え、必要なオペレーション、機材の知識を教示し、責任と自覚を持って授業に臨んでもらう。本講義はレコーディングの基礎から学ぶ。本講義の目的は疑似現場を体験することで、実際の現場で使えるスキルや方法論、表現力、対応力を育みながら、プロジェクトを完遂させるための社会性を身に付けることにある。本講義は実際の現場において活躍できる人材を育てることを目指す。平常点（課題の完成度を含む）と期末レポートで評価する。
"
レコーディング演習Ⅱ,"本講義では、「レコーディング演習Ⅰ」と同様、現場で行うレコーディング作業の全てを体験し、スキルアップを目指し難易度の高い課題に挑戦する。つまり最も実務に近い演習授業である。本講義は録音物をデータ化し、サブスクやSNS等の発表までをレクチャーする音源制作の応用編でもある。原則的にグループワークとし、各々にマネージャー、ディレクター等の役割を与える。演奏、作編曲のみならず、セッティング、エンジニアリング等、必要なオペレーション、機材の知識を与え、円滑な現場に不可欠であるスタッフワークを示し、それぞれの役割の重要性とその責任を自覚させる。本講義の目的は実際の現場に耐えうるスキル、方法論、音楽的知識、発想力、調整力を得ることであり、プロジェクトを成功させるための人間的総合力を育むことにある。本講義は実際の現場における即戦力を育てることを目指す。
"
ポップス演習Ⅰ,"本授業は、ポップス分野を主に学ぶ学生が、2年次までに履修してきた「芸術表現Ⅰ・Ⅱ・Ⅲ・Ⅳ」で培ったポピュラー音楽演奏技術を活かし、更に自由な楽器演奏の在り方を体得できるように設定された、選択科目である。いわば、「アンサンブルⅠ・Ⅱ・Ⅲ・Ⅳ」履修者が引き続き、そのスキルを深化していくねらいを持つ。ポップス分野は、最小編成はギターやピアノを弾きながらの「弾き歌い」はあるが、その殆どがVocal、ギター、ベース、ドラムなど、分業制によるアンサンブルが基本である。履修者の間で自発的な意見交換を行いながら、決してコピーバンドではないオリジナリティを備えたバンドを育成することを主眼とする。
"
ポップス演習Ⅱ,"本授業では、「ポップス演習Ⅰ」を履修した学生を対象としており、その内容をより深化して取り組んでいく。「情景、映像が思い浮かぶ歌詞作り」「琴線に触れるメロディーとハーモニー」等をテーマに、バンドの中で役割分担しながら話し合いを重ねてオリジナル作品をクリエイトしていくことを目標に置く。そのためには、「その歌は、果たして人々が必要としているのか？この楽曲を、人々はいくらで買ってくれるのか？」という厳しい視野に立ち、決して自己満足で終わらない社会性を備えた曲作りとパフォーマンスを目指していく。
"
ポップス演習Ⅲ,"本授業では、「ポップス演習Ⅱ」を履修した学生を対象としており、その内容をより深化して取り組んでいく。これまでのヒット曲の楽曲分析を行いつつ、なぜヒットに繋がったのか「歌詞」「Vocalの声質」「コード進行とメロディーの関係」「アレンジによる音質・音色・サウンドの違い」「時代性」等について研究し、吸収すべき要素・手法を取り入れつつもオリジナリティ豊かな楽曲作りと演奏力を養っていく。
"
ポップス演習Ⅳ,"本授業は、「ポップス演習Ⅲ」を履修した学生を対象としており、その内容をより深化して取り組んでいく。ポップスの世界で支持されているグループ、ユニットを研究し、支持されている要因を冷静に分析しながら、自分たちに足りていない要素をスキルアップしていく手法を取り入れて、「正確無比で超絶技巧的なVocalの存在」「ポリリズムでアップテンポ」「ヴィジュアルの重要性」「惹き付けるトーク力」「圧倒的なライヴでの耐久力」「カリスマ性を備えるためのセルフブランディング」等々、身に付けていくべき要素の多様性を常に確認しつつ、各要素のスキルアップ継続に重きを置く。
"
吹奏楽Ⅰ,"本授業では、英米オリジナル作品を中心に、吹奏楽におけるマスターピースの演奏法を学ぶ。同時に、バンドのためのウォームアップ・メソードを使用しながら「発音」、「アインザッツ」、「ハーモニーバランス」、「イントネーション」等の基本奏法を身に付けていく。また、各年度の履修学生の楽器編成に合わせ、相応しい楽曲を選曲し、必要に応じてパート譜を補作しながら全体のバランスを整えていく過程を体験する。
"
